seed_count=320
output_dir=/workspace/plankc/rappie-sol/fuzz/seeds/plank_sol_program_diff

raw_fallback_00: buckets=[RawFallback, ShortCalldata, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_151: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, Storage, RepeatedStorageSlot, ExternalCode, Log, Log4, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, NestedCompound, DataOffset, GenericInferredParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity, EmptyCompound]; mode=SelectorDispatch; entries=1; calls=4; exit=Invalid
combo_152: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, TransientStorage, ExternalCode, Create, InvalidExit, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, DataOffsetDedup, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Invalid
combo_153: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, MemoryCopy, Call, DelegateCall, ReturnExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_154: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, StopExit]; mode=SelectorDispatch; entries=1; calls=4; exit=Stop
combo_155: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, CalldataCopy, Storage, ExternalCode, Call, Returndata, Log, ReturnExit, InvalidExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, CBytesEdgeShapes, AnonymousTypeIdentity, EvalBranchQuota, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=3; calls=4; exit=Return
combo_156: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, Storage, RepeatedStorageSlot, TransientStorage, Create2, Log, StopExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, DataOffset, GenericInferredParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound]; mode=RawFallback; entries=1; calls=2; exit=Stop
combo_157: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, MemoryCopy, ExternalCode, Call, Returndata, Create2, Log, Branch, ConditionalExit, CallAndReturndata, CreateAndExternalCode]; mode=SelectorDispatch; entries=3; calls=1; exit=ConditionalReturnRevert
combo_158: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, Storage, RepeatedStorageSlot, TransientStorage, Create2, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota]; mode=RawFallback; entries=1; calls=2; exit=Invalid
combo_159: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryWidth, CalldataCopy, ReturnExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_160: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, CalldataCopy, Storage, ExternalCode, Call, Returndata, Create, Create2, Loop, ConditionalExit, InvalidExit, StorageAndMultiCall, CallAndReturndata, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, NestedCompound, RuntimeUninit, DataOffset, FunctionValuedComptime, CBytesEdgeShapes, CrossFileTypeIdentity, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=4; calls=2; exit=ConditionalReturnRevert
combo_161: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, RevertExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Revert
combo_162: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, Storage, ExternalCode, Call, DelegateCall, Returndata, Create, Create2, Log, Branch, Loop, ConditionalExit, InvalidExit, StorageAndMultiCall, CallAndReturndata, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=3; calls=2; exit=ConditionalReturnRevert
combo_163: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, Log, Branch, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, GenericInferredParam, ComptimeValueParam, FunctionValuedComptime, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_164: buckets=[SelectorDispatch, DispatchMax, ShortCalldata, Arithmetic, SignedArithmetic, MemoryWidth, Storage, Call, DelegateCall, Returndata, Create2, Loop, ConditionalExit, CallAndReturndata]; mode=SelectorDispatch; entries=6; calls=1; exit=ConditionalReturnRevert
combo_165: buckets=[SelectorDispatch, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, ReturnExit, Struct, CompoundLiteral, FieldAccess, ComptimeControlFlow, AnonymousTypeIdentity]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_166: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, Storage, RepeatedStorageSlot, ExternalCode, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HelperFunction, Import, ImportSingle, ImportGroup, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, RuntimeUninit, DataOffset]; mode=SelectorDispatch; entries=1; calls=4; exit=Return
combo_167: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, CalldataCopy, Storage, Create2, Log, StopExit, StorageAndMultiCall]; mode=SelectorDispatch; entries=1; calls=3; exit=Stop
combo_168: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Storage, TransientStorage, Call, Returndata, Create2, Branch, RevertExit, ConditionalExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HelperFunction, Import, ImportSingle, ImportGroup, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset]; mode=SelectorDispatch; entries=3; calls=2; exit=Revert
combo_169: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, RuntimeUninit, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=4; calls=3; exit=Return
combo_170: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryCopy, Storage, RepeatedStorageSlot, Call, Returndata, ConditionalExit, CallAndReturndata, Struct, CompoundLiteral, FieldAccess, CBytesBuiltin, Comments, HexLiteral, ComptimeControlFlow, ComptimeLoop, DataOffset, CBytesEdgeShapes, DataOffsetConcat]; mode=SelectorDispatch; entries=4; calls=1; exit=ConditionalReturnRevert
combo_171: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, RuntimeUninit]; mode=SelectorDispatch; entries=3; calls=1; exit=Return
combo_172: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, Storage, Call, DelegateCall, Returndata, ReturnExit, CallAndReturndata]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_173: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, Storage, TransientStorage, Call, Returndata, Log, StopExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ComptimeControlFlow, RuntimeUninit, DataOffset, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=3; exit=Stop
combo_174: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, ReturnExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_175: buckets=[SelectorDispatch, DispatchMax, MultiCall, MultiEntryTouched, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, TransientStorage, ExternalCode, Log, Log4, Branch, Loop, RevertExit, StopExit]; mode=SelectorDispatch; entries=6; calls=3; exit=Revert
combo_176: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, Storage, RepeatedStorageSlot, TransientStorage, Log, Branch, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, ComptimeValueParam, FunctionValuedComptime, StdRegistered]; mode=SelectorDispatch; entries=1; calls=2; exit=Invalid
combo_177: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, CalldataCopy, Storage, ExternalCode, RevertExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, HexLiteral, FunctionEarlyReturn, RuntimeUninit, DataOffset, CBytesEdgeShapes, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=3; exit=Revert
combo_178: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, MemoryWidth, Storage, RepeatedStorageSlot, Call, Returndata, ReturnExit, CallAndReturndata]; mode=SelectorDispatch; entries=5; calls=1; exit=Return
combo_179: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryCopy, ReturnExit, CBytesBuiltin, HexLiteral, DataOffset, CBytesEdgeShapes, DataOffsetConcat]; mode=SelectorDispatch; entries=1; calls=4; exit=Return
combo_180: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, MemoryCopy, TransientStorage, ExternalCode, Call, Returndata, Log, StopExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, DataOffset, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=3; exit=Stop
combo_181: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, Storage, TransientStorage, Call, DelegateCall, Returndata, Loop, StopExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, RuntimeUninit, DataOffset, ComptimeValueParam, ComptimeCompoundParam, AnonymousTypeIdentity, CrossFileTypeIdentity, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=4; exit=Stop
combo_182: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, NestedCompound, DataOffset, ComptimeValueParam, FunctionValuedComptime, DataOffsetDedup, AnonymousTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_183: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, CalldataCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Create2, RevertExit, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, DataOffset, GenericInferredParam, ComptimeValueParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, EmptyCompound, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_184: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, Call, Returndata, Create, InvalidExit, CallAndReturndata]; mode=RawFallback; entries=1; calls=1; exit=Invalid
combo_185: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, CalldataCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, StdRegistered]; mode=SelectorDispatch; entries=2; calls=3; exit=Return
combo_186: buckets=[RawFallback, MultiCall, ShortCalldata, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Loop, RevertExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota]; mode=RawFallback; entries=1; calls=2; exit=Revert
combo_187: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, Call, DelegateCall, Returndata, RevertExit, StopExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, HexLiteral, FunctionEarlyReturn, RuntimeUninit, DataOffset, StdRegistered]; mode=SelectorDispatch; entries=2; calls=4; exit=Stop
combo_188: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, ReturnExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_189: buckets=[SelectorDispatch, ShortCalldata, MemoryCopy, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, HexLiteral, ComptimeControlFlow, DataOffset, GenericInferredParam, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_190: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, Storage, TransientStorage, Call, Returndata, Create, Create2, Loop, RevertExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, AnonymousTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=2; exit=Revert
combo_191: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, NestedCompound]; mode=SelectorDispatch; entries=2; calls=1; exit=Return
combo_192: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, ReturnExit, Struct, CompoundLiteral, FieldAccess, FieldUpdate, RuntimeUninit]; mode=SelectorDispatch; entries=3; calls=1; exit=Return
combo_193: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, TransientStorage, ExternalCode, Create2, ReturnExit, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, EvalBranchQuota, EmptyCompound, StdRegistered]; mode=SelectorDispatch; entries=2; calls=1; exit=Return
combo_194: buckets=[RawFallback, MultiCall, ShortCalldata, MemoryCopy, Storage, TransientStorage, ExternalCode, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, BinaryLiteral, HexLiteral, ComptimeControlFlow, DataOffset, DataOffsetDedup]; mode=RawFallback; entries=1; calls=2; exit=Invalid
combo_195: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, RuntimeUninit, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_196: buckets=[SelectorDispatch, DispatchMax, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, ExternalCode, Call, Returndata, Log, Branch, Loop, RevertExit, StopExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, RuntimeUninit, GenericInferredParam, ComptimeValueParam, FunctionValuedComptime, AnonymousTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=6; calls=4; exit=Revert
combo_197: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, MemoryWidth, ReturnExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_198: buckets=[SelectorDispatch, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, Storage, TransientStorage, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, HexLiteral, NestedCompound, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, StdRegistered]; mode=SelectorDispatch; entries=4; calls=1; exit=ConditionalReturnRevert
combo_199: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, ReturnExit, CBytesBuiltin, HexLiteral, FunctionEarlyReturn, DataOffset, CBytesEdgeShapes, DataOffsetConcat]; mode=SelectorDispatch; entries=3; calls=2; exit=Return
combo_200: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, Create2, RevertExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Revert
combo_201: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Create2, Log, ReturnExit, StorageAndMultiCall, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, FunctionValuedComptime, DataOffsetDedup, CrossFileTypeIdentity]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_202: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Storage, TransientStorage, ExternalCode, Create2, Log, ReturnExit, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, ComptimeLoop, NestedCompound, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_203: buckets=[RawFallback, FullWidthWord, Arithmetic, MemoryWidth, Storage, Call, DelegateCall, Returndata, InvalidExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, RuntimeUninit, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=Invalid
combo_204: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, StopExit]; mode=RawFallback; entries=1; calls=2; exit=Stop
combo_205: buckets=[RawFallback, ShortCalldata, FullWidthWord, MemoryWidth, TransientStorage, ExternalCode, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetConcat, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=1; exit=Revert
combo_206: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, Call, Returndata, ReturnExit, CallAndReturndata]; mode=SelectorDispatch; entries=2; calls=1; exit=Return
combo_207: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, HexLiteral, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, EmptyCompound, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=3; calls=2; exit=Return
